REST LAYER,DATA LAYER,PARENT LAYER,SOURCE,SOURCE URL,TOPICS,MAIN THEME,SubTheme,Raw Data Link,REST Endpoint,REST Array Number,REST Sublayer Array Numbers,source metadata url,local metadata url,Comments,kml,Attributes,Attributes Display Name,Hover Description,Description
Golden Tilefish (Long Bottom Longline),Golden Tilefish (Long Bottom Longline),Deep Water Finfish,,,Habitat,Marine Species,,,http://129.252.139.110/gsaa/rest/services/SCDNR/MapServer,41,,http://gsaaportal.org/media/metadata/xml/LBLL_GoldenTile_export.xml,http://gsaaportal.org/media/metadata/html/LBLL_GoldenTile_export.html,,,"N_Coll,Pct_Occ,MeanCPUE,CV_CPUE,BLOCK",,"Golden tilefish data were obtained from the Marine Resources Monitoring, Assessment and Prediction (MARMAP) conducted between 2006-2010.  ","Golden tilefish data were obtained from the Marine Resources Monitoring, Assessment and Prediction (MARMAP) conducted between 2006-2010 using long bottom longlines. CPUE was calculated as the number of a selected species present per line (100 hooks)  per hour of soak time.  The number of sets, the percent occurrence of a species in the total sets, and coeficient of variance for the CPUE was calculated for each 1x1 minute grid cell. Data are summarized using quantiles.  Grid cells are color coded as follows:  High Mean CPUE (> 75th numeric percentile of all grid cell CPUE values observed) are red.  Moderate CPUE (>= 25th and <= 75th numerical percentile of all CPUE values observed) are yellow, and Low CPUE (< 25th numerical percentile of all CPUE values observed) are green. Grid cells sampled where a species was not caught have no color. "
Snowy Grouper (Long Bottom Longline),Snowy Grouper (Long Bottom Longline),Deep Water Finfish,,,Habitat,Marine Species,,,http://129.252.139.110/gsaa/rest/services/SCDNR/MapServer,42,,http://gsaaportal.org/media/metadata/xml/LBLL_Snowy_export.xml,http://gsaaportal.org/media/metadata/html/LBLL_Snowy_export.html,,,"N_Coll,Pct_Occ,MeanCPUE,CV_CPUE,BLOCK",,"Snowy Grouper data were obtained from the Marine Resources Monitoring, Assessment and Prediction (MARMAP) conducted between 2006-2010.  ","Snowy grouper data were obtained from the Marine Resources Monitoring, Assessment and Prediction (MARMAP) conducted between 2006-2010 using long bottom longlines. CPUE was calculated as the number of a selected species present per line (100 hooks)  per hour of soak time.  The number of sets, the percent occurrence of a species in the total sets, and coeficient of variance for the CPUE was calculated for each 1x1 minute grid cell. Data are summarized using quantiles.  Grid cells are color coded as follows:  High Mean CPUE (> 75th numeric percentile of all grid cell CPUE values observed) are red.  Moderate CPUE (>= 25th and <= 75th numerical percentile of all CPUE values observed) are yellow, and Low CPUE (< 25th numerical percentile of all CPUE values observed) are green. Grid cells sampled where a species was not caught have no color. "
Blackbelly Rosefish (Short Bottom Longline),Blackbelly Rosefish (Short Bottom Longline),Deep Water Finfish,,,Habitat,Marine Species,,,http://129.252.139.110/gsaa/rest/services/SCDNR/MapServer,43,,http://gsaaportal.org/media/metadata/xml/SBLL_Blackbelly_export.xml,http://gsaaportal.org/media/metadata/html/SBLL_Blackbelly_export.html,,,"N_Coll,Pct_Occ,MeanCPUE,CV_CPUE,BLOCK",,"Blackbelly rosefish  data were obtained from the Marine Resources Monitoring, Assessment and Prediction (MARMAP) conducted between 2006-2010.  ","Blackbelly rosefish data were obtained from the Marine Resources Monitoring, Assessment and Prediction (MARMAP) conducted between 2006-2010 using long bottom longlines. CPUE was calculated as the number of a selected species present per line (20 hooks)  per hour of soak time.  The number of sets, the percent occurrence of a species in the total sets, and coeficient of variance for the CPUE was calculated for each 1x1 minute grid cell. Data are summarized using quantiles.  Grid cells are color coded as follows:  High Mean CPUE (> 75th numeric percentile of all grid cell CPUE values observed) are red.  Moderate CPUE (>= 25th and <= 75th numerical percentile of all CPUE values observed) are yellow, and Low CPUE (< 25th numerical percentile of all CPUE values observed) are green. Grid cells sampled where a species was not caught have no color. "
Golden Tilefish (Short Bottom Longline),Golden Tilefish (Short Bottom Longline),Deep Water Finfish,,,Habitat,Marine Species,,,http://129.252.139.110/gsaa/rest/services/SCDNR/MapServer,44,,http://gsaaportal.org/media/metadata/xml/SBLL_GoldenTile_export.xml,http://gsaaportal.org/media/metadata/html/SBLL_GoldenTile_export.html,,,"N_Coll,Pct_Occ,MeanCPUE,CV_CPUE,BLOCK",,"Golden tilefish data were obtained from the Marine Resources Monitoring, Assessment and Prediction (MARMAP) conducted between 2006-2010.  ","Golden tilefish data were obtained from the Marine Resources Monitoring, Assessment and Prediction (MARMAP) conducted between 2006-2010 using long bottom longlines. CPUE was calculated as the number of a selected species present per line (20 hooks)  per hour of soak time.  The number of sets, the percent occurrence of a species in the total sets, and coeficient of variance for the CPUE was calculated for each 1x1 minute grid cell. Data are summarized using quantiles.  Grid cells are color coded as follows:  High Mean CPUE (> 75th numeric percentile of all grid cell CPUE values observed) are red.  Moderate CPUE (>= 25th and <= 75th numerical percentile of all CPUE values observed) are yellow, and Low CPUE (< 25th numerical percentile of all CPUE values observed) are green. Grid cells sampled where a species was not caught have no color. "
Red Grouper (Short Bottom Longline),Red Grouper (Short Bottom Longline),Deep Water Finfish,,,Habitat,Marine Species,,,http://129.252.139.110/gsaa/rest/services/SCDNR/MapServer,45,,http://gsaaportal.org/media/metadata/xml/SBLL_RedGrouper_export.xml,http://gsaaportal.org/media/metadata/html/SBLL_RedGrouper_export.html,,,"N_Coll,Pct_Occ,MeanCPUE,CV_CPUE,BLOCK",,"Red grouper data were obtained from the Marine Resources Monitoring, Assessment and Prediction (MARMAP) conducted between 2006-2010.  ","Red grouper data were obtained from the Marine Resources Monitoring, Assessment and Prediction (MARMAP) conducted between 2006-2010 using long bottom longlines. CPUE was calculated as the number of a selected species present per line (20 hooks)  per hour of soak time.  The number of sets, the percent occurrence of a species in the total sets, and coeficient of variance for the CPUE was calculated for each 1x1 minute grid cell. Data are summarized using quantiles.  Grid cells are color coded as follows:  High Mean CPUE (> 75th numeric percentile of all grid cell CPUE values observed) are red.  Moderate CPUE (>= 25th and <= 75th numerical percentile of all CPUE values observed) are yellow, and Low CPUE (< 25th numerical percentile of all CPUE values observed) are green. Grid cells sampled where a species was not caught have no color. "
Scamp Grouper (Short Bottom Longline),Scamp Grouper (Short Bottom Longline),Deep Water Finfish,,,Habitat,Marine Species,,,http://129.252.139.110/gsaa/rest/services/SCDNR/MapServer,46,,http://gsaaportal.org/media/metadata/xml/SBLL_Scamp_export.xml,http://gsaaportal.org/media/metadata/html/SBLL_Scamp_export.html,,,"N_Coll,Pct_Occ,MeanCPUE,CV_CPUE,BLOCK",,"Scamp grouper data were obtained from the Marine Resources Monitoring, Assessment and Prediction (MARMAP) conducted between 2006-2010.  ","Scamp grouper data were obtained from the Marine Resources Monitoring, Assessment and Prediction (MARMAP) conducted between 2006-2010 using long bottom longlines. CPUE was calculated as the number of a selected species present per line (20 hooks)  per hour of soak time.  The number of sets, the percent occurrence of a species in the total sets, and coeficient of variance for the CPUE was calculated for each 1x1 minute grid cell. Data are summarized using quantiles.  Grid cells are color coded as follows:  High Mean CPUE (> 75th numeric percentile of all grid cell CPUE values observed) are red.  Moderate CPUE (>= 25th and <= 75th numerical percentile of all CPUE values observed) are yellow, and Low CPUE (< 25th numerical percentile of all CPUE values observed) are green. Grid cells sampled where a species was not caught have no color. "
Snowy Grouper (Short Bottom Longline),Snowy Grouper (Short Bottom Longline),Deep Water Finfish,,,Habitat,Marine Species,,,http://129.252.139.110/gsaa/rest/services/SCDNR/MapServer,47,,http://gsaaportal.org/media/metadata/xml/SBLL_Snowy_export.xml,http://gsaaportal.org/media/metadata/html/SBLL_Snowy_export.html,,,"N_Coll,Pct_Occ,MeanCPUE,CV_CPUE,BLOCK",,"Snowy grouper data were obtained from the Marine Resources Monitoring, Assessment and Prediction (MARMAP) conducted between 2006-2010.  ","Snowy grouper data were obtained from the Marine Resources Monitoring, Assessment and Prediction (MARMAP) conducted between 2006-2010 using long bottom longlines. CPUE was calculated as the number of a selected species present per line (20 hooks)  per hour of soak time.  The number of sets, the percent occurrence of a species in the total sets, and coeficient of variance for the CPUE was calculated for each 1x1 minute grid cell. Data are summarized using quantiles.  Grid cells are color coded as follows:  High Mean CPUE (> 75th numeric percentile of all grid cell CPUE values observed) are red.  Moderate CPUE (>= 25th and <= 75th numerical percentile of all CPUE values observed) are yellow, and Low CPUE (< 25th numerical percentile of all CPUE values observed) are green. Grid cells sampled where a species was not caught have no color. "
Bank Sea Bass (Trap),Bank Sea Bass (Trap),Deep Water Finfish,,,Habitat,Marine Species,,,http://129.252.139.110/gsaa/rest/services/SCDNR/MapServer,48,,http://gsaaportal.org/media/metadata/xml/Trap_BankSeaBass_export.xml,http://gsaaportal.org/media/metadata/html/Trap_BankSeaBass_export.html,,,"N_Coll,Pct_Occ,MeanCPUE,CV_CPUE,BLOCK",,"Bank seabass data were obtained from the Marine Resources Monitoring, Assessment and Prediction (MARMAP) conducted between 2006-2010.  ","Bank seabass data were obtained from the Marine Resources Monitoring, Assessment and Prediction (MARMAP) conducted between 2006-2010 using chevron traps. CPUE was calculated as the number of a selected species present per trap per hour of soak time. The number of traps deployed, the percent occurrence (the number of traps containing a species divided by deployed in a grid cell), and coefficient of variance for CPUE were calculated for each 1 x 1 minute grid cell. Data are summarized using quantiles.  Grid cells are color coded as follows:  High Mean CPUE (> 75th numeric percentile of all grid cell CPUE values observed) are red.  Moderate CPUE (>= 25th and <= 75th numerical percentile of all CPUE values observed) are yellow, and Low CPUE (< 25th numerical percentile of all CPUE values observed) are green. Grid cells sampled where a species was not caught have no color. "
Black Sea Bass (Trap),Black Sea Bass (Trap),Deep Water Finfish,,,Habitat,Marine Species,,,http://129.252.139.110/gsaa/rest/services/SCDNR/MapServer,49,,http://gsaaportal.org/media/metadata/xml/Trap_BlackSeaBass_export.xml,http://gsaaportal.org/media/metadata/html/Trap_BlackSeaBass_export.html,,,"N_Coll,Pct_Occ,MeanCPUE,CV_CPUE,BLOCK",,"Black seabass data were obtained from the Marine Resources Monitoring, Assessment and Prediction (MARMAP) conducted between 2006-2010.  ","Black seabass data were obtained from the Marine Resources Monitoring, Assessment and Prediction (MARMAP) conducted between 2006-2010 using chevron traps. CPUE was calculated as the number of a selected species present per trap per hour of soak time. The number of traps deployed, the percent occurrence (the number of traps containing a species divided by deployed in a grid cell), and coefficient of variance for CPUE were calculated for each 1 x 1 minute grid cell. Data are summarized using quantiles.  Grid cells are color coded as follows:  High Mean CPUE (> 75th numeric percentile of all grid cell CPUE values observed) are red.  Moderate CPUE (>= 25th and <= 75th numerical percentile of all CPUE values observed) are yellow, and Low CPUE (< 25th numerical percentile of all CPUE values observed) are green. Grid cells sampled where a species was not caught have no color. "
Gag Grouper (Trap),Gag Grouper (Trap),Deep Water Finfish,,,Habitat,Marine Species,,,http://129.252.139.110/gsaa/rest/services/SCDNR/MapServer,50,,http://gsaaportal.org/media/metadata/xml/Trap_Gag_export.xml,http://gsaaportal.org/media/metadata/html/Trap_Gag_export.html,,,"N_Coll,Pct_Occ,MeanCPUE,CV_CPUE,BLOCK",,"Gag grouper data were obtained from the Marine Resources Monitoring, Assessment and Prediction (MARMAP) conducted between 2006-2010.  ","Gag grouper data were obtained from the Marine Resources Monitoring, Assessment and Prediction (MARMAP) conducted between 2006-2010 using chevron traps. CPUE was calculated as the number of a selected species present per trap per hour of soak time. The number of traps deployed, the percent occurrence (the number of traps containing a species divided by deployed in a grid cell), and coefficient of variance for CPUE were calculated for each 1 x 1 minute grid cell. Data are summarized using quantiles.  Grid cells are color coded as follows:  High Mean CPUE (> 75th numeric percentile of all grid cell CPUE values observed) are red.  Moderate CPUE (>= 25th and <= 75th numerical percentile of all CPUE values observed) are yellow, and Low CPUE (< 25th numerical percentile of all CPUE values observed) are green. Grid cells sampled where a species was not caught have no color. "
Grey Triggerfish (Trap),Grey Triggerfish (Trap),Deep Water Finfish,,,Habitat,Marine Species,,,http://129.252.139.110/gsaa/rest/services/SCDNR/MapServer,51,,http://gsaaportal.org/media/metadata/xml/Trap_GreyTrig_export.xml,http://gsaaportal.org/media/metadata/html/Trap_GreyTrig_export.html,,,"N_Coll,Pct_Occ,MeanCPUE,CV_CPUE,BLOCK",,"Grey triggerfish data were obtained from the Marine Resources Monitoring, Assessment and Prediction (MARMAP) conducted between 2006-2010.  ","Grey triggerfish data were obtained from the Marine Resources Monitoring, Assessment and Prediction (MARMAP) conducted between 2006-2010 using chevron traps. CPUE was calculated as the number of a selected species present per trap per hour of soak time. The number of traps deployed, the percent occurrence (the number of traps containing a species divided by deployed in a grid cell), and coefficient of variance for CPUE were calculated for each 1 x 1 minute grid cell. Data are summarized using quantiles.  Grid cells are color coded as follows:  High Mean CPUE (> 75th numeric percentile of all grid cell CPUE values observed) are red.  Moderate CPUE (>= 25th and <= 75th numerical percentile of all CPUE values observed) are yellow, and Low CPUE (< 25th numerical percentile of all CPUE values observed) are green. Grid cells sampled where a species was not caught have no color. "
Knobbed Porgy (Trap),Knobbed Porgy (Trap),Deep Water Finfish,,,Habitat,Marine Species,,,http://129.252.139.110/gsaa/rest/services/SCDNR/MapServer,52,,http://gsaaportal.org/media/metadata/xml/Trap_KnobbedPorgy_export.xml,http://gsaaportal.org/media/metadata/html/Trap_KnobbedPorgy_export.html,,,"N_Coll,Pct_Occ,MeanCPUE,CV_CPUE,BLOCK",,"Knobbed porgy data were obtained from the Marine Resources Monitoring, Assessment and Prediction (MARMAP) conducted between 2006-2010.  ","Knobbed porgy data were obtained from the Marine Resources Monitoring, Assessment and Prediction (MARMAP) conducted between 2006-2010 using chevron traps. CPUE was calculated as the number of a selected species present per trap per hour of soak time. The number of traps deployed, the percent occurrence (the number of traps containing a species divided by deployed in a grid cell), and coefficient of variance for CPUE were calculated for each 1 x 1 minute grid cell. Data are summarized using quantiles.  Grid cells are color coded as follows:  High Mean CPUE (> 75th numeric percentile of all grid cell CPUE values observed) are red.  Moderate CPUE (>= 25th and <= 75th numerical percentile of all CPUE values observed) are yellow, and Low CPUE (< 25th numerical percentile of all CPUE values observed) are green. Grid cells sampled where a species was not caught have no color. "
Red Grouper (Trap),Red Grouper (Trap),Deep Water Finfish,,,Habitat,Marine Species,,,http://129.252.139.110/gsaa/rest/services/SCDNR/MapServer,53,,http://gsaaportal.org/media/metadata/xml/Trap_RedGrouper_export.xml,http://gsaaportal.org/media/metadata/html/Trap_RedGrouper_export.html,,,"N_Coll,Pct_Occ,MeanCPUE,CV_CPUE,BLOCK",,"Red grouper data were obtained from the Marine Resources Monitoring, Assessment and Prediction (MARMAP) conducted between 2006-2010.  ","Red grouper data were obtained from the Marine Resources Monitoring, Assessment and Prediction (MARMAP) conducted between 2006-2010 using chevron traps. CPUE was calculated as the number of a selected species present per trap per hour of soak time. The number of traps deployed, the percent occurrence (the number of traps containing a species divided by deployed in a grid cell), and coefficient of variance for CPUE were calculated for each 1 x 1 minute grid cell. Data are summarized using quantiles.  Grid cells are color coded as follows:  High Mean CPUE (> 75th numeric percentile of all grid cell CPUE values observed) are red.  Moderate CPUE (>= 25th and <= 75th numerical percentile of all CPUE values observed) are yellow, and Low CPUE (< 25th numerical percentile of all CPUE values observed) are green. Grid cells sampled where a species was not caught have no color. "
Shallow Water Finfish,Shallow Water Finfish,,South Carolina Department of Natural Resources,http://www.dnr.sc.gov/GIS/gsaa.html,Habitat,Marine Species,,ftp://ftpdata.dnr.sc.gov/gisdata/dnrdata/GSAAGISData201302.zip,http://129.252.139.110/gsaa/rest/services/SCDNR/MapServer,54,,,,,,,,,"Data for the shallow water finfish species (Atlantic Croaker, Atlantic Sharpnose Shark, Bluefish, Southern Kingfish, Spot and Weakfish) were obtained from Southeast Area Monitoring and Assessment Program-South Atlantic (SEAMAP-SA) Coastal Surveys conducted over period 2006-2010 using paired trawls and a stratified random sampling design. Species targeted for display represent the dominant fauna collected in the trawl catches. Mean catch per unit effort (CPUE) and the Coefficient of Variation (CV) were calculated using data from all trawls sampled within a 1 x 1 minute grid of latitude and longitude and the data were summarized using quantiles.  Grid cells are color coded as follows:  High Mean CPUE (> 75th numeric percentile of all grid cell CPUE values observed) are red.  Moderate CPUE (>=25th and < =75th numerical percentile of all CPUE values observed) are yellow, and Low CPUE (< 25th numerical percentile of all CPUE values observed) are green. Grid cells sampled where a species was not caught have no color."
Weakfish,,Shallow Water Finfish,,,Habitat,Marine Species,,,http://129.252.139.110/gsaa/rest/services/SCDNR/MapServer,55,,http://gsaaportal.org/media/metadata/xml/Weakfish_export.xml,http://gsaaportal.org/media/metadata/html/Weakfish_export.html,,,"N_Coll,Pct_Occ,MeanCPUE,CV_CPUE,BLOCK",,Weakfish data were obtained from Southeast Area Monitoring and Assessment Program-South Atlantic (SEAMAP-SA) Coastal Surveys conducted between 2006-2010.  ,"Weakfish data were obtained from Southeast Area Monitoring and Assessment Program-South Atlantic (SEAMAP-SA) Coastal Surveys conducted over period 2006-2010 using paired trawls and a stratified random sampling design. Species targeted for display represent the dominant fauna collected in the trawl catches. Mean catch per unit effort (CPUE) and the Coefficient of Variation (CV) were calculated using data from all trawls sampled within a 1 x 1 minute grid of latitude and longitude and the data were summarized using quantiles.  Grid cells are color coded as follows:  High Mean CPUE (> 75th numeric percentile of all grid cell CPUE values observed) are red.  Moderate CPUE (>= 25th and <= 75th numerical percentile of all CPUE values observed) are yellow, and Low CPUE (< 25th numerical percentile of all CPUE values observed) are green. Grid cells sampled where a species was not caught have no color.  "
Spot,,Shallow Water Finfish,,,Habitat,Marine Species,,,http://129.252.139.110/gsaa/rest/services/SCDNR/MapServer,56,,http://gsaaportal.org/media/metadata/xml/Spot_export.xml,http://gsaaportal.org/media/metadata/html/Spot_export.html,,,"N_Coll,Pct_Occ,MeanCPUE,CV_CPUE,BLOCK",,Spot data were obtained from Southeast Area Monitoring and Assessment Program-South Atlantic (SEAMAP-SA) Coastal Surveys conducted between 2006-2010.,"Spot data were obtained from Southeast Area Monitoring and Assessment Program-South Atlantic (SEAMAP-SA) Coastal Surveys conducted over period 2006-2010 using paired trawls and a stratified random sampling design. Species targeted for display represent the dominant fauna collected in the trawl catches. Mean catch per unit effort (CPUE) and the Coefficient of Variation (CV) were calculated using data from all trawls sampled within a 1 x 1 minute grid of latitude and longitude and the data were summarized using quantiles.  Grid cells are color coded as follows:  High Mean CPUE (> 75th numeric percentile of all grid cell CPUE values observed) are red.  Moderate CPUE (>= 25th and <= 75th numerical percentile of all CPUE values observed) are yellow, and Low CPUE (< 25th numerical percentile of all CPUE values observed) are green. Grid cells sampled where a species was not caught have no color.  "
Southern Kingfish,,Shallow Water Finfish,,,Habitat,Marine Species,,,http://129.252.139.110/gsaa/rest/services/SCDNR/MapServer,57,,http://gsaaportal.org/media/metadata/xml/SKingfish_export.xml,http://gsaaportal.org/media/metadata/html/SKingfish_export.html,,,"N_Coll,Pct_Occ,MeanCPUE,CV_CPUE,BLOCK",,Southern Kingfish data were obtained from Southeast Area Monitoring and Assessment Program-South Atlantic (SEAMAP-SA) Coastal Surveys conducted between 2006-2010. ,"Southern Kingfish data were obtained from Southeast Area Monitoring and Assessment Program-South Atlantic (SEAMAP-SA) Coastal Surveys conducted over period 2006-2010 using paired trawls and a stratified random sampling design. Species targeted for display represent the dominant fauna collected in the trawl catches. Mean catch per unit effort (CPUE) and the Coefficient of Variation (CV) were calculated using data from all trawls sampled within a 1 x 1 minute grid of latitude and longitude and the data were summarized using quantiles.  Grid cells are color coded as follows:  High Mean CPUE (> 75th numeric percentile of all grid cell CPUE values observed) are red.  Moderate CPUE (>= 25th and < =75th numerical percentile of all CPUE values observed) are yellow, and Low CPUE (< 25th numerical percentile of all CPUE values observed) are green. Grid cells sampled where a species was not caught have no color.  "
Atlantic Sharpnose Shark,,Shallow Water Finfish,,,Habitat,Marine Species,,,http://129.252.139.110/gsaa/rest/services/SCDNR/MapServer,58,,http://gsaaportal.org/media/metadata/xml/SharkAtSharp_export.xml,http://gsaaportal.org/media/metadata/html/SharkAtSharp_export.html,,,"N_Coll,Pct_Occ,MeanCPUE,CV_CPUE,BLOCK",,Atlantic Sharpnose Shark data were obtained from Southeast Area Monitoring and Assessment Program-South Atlantic (SEAMAP-SA) Coastal Surveys conducted between 2006-2010. ,"Atlantic Sharpnose Shark data were obtained from Southeast Area Monitoring and Assessment Program-South Atlantic (SEAMAP-SA) Coastal Surveys conducted over period 2006-2010 using paired trawls and a stratified random sampling design. Species targeted for display represent the dominant fauna collected in the trawl catches. Mean catch per unit effort (CPUE) and the Coefficient of Variation (CV) were calculated using data from all trawls sampled within a 1 x 1 minute grid of latitude and longitude and the data were summarized using quantiles.  Grid cells are color coded as follows:  High Mean CPUE (> 75th numeric percentile of all grid cell CPUE values observed) are red.  Moderate CPUE (>= 25th and < =75th numerical percentile of all CPUE values observed) are yellow, and Low CPUE (< 25th numerical percentile of all CPUE values observed) are green. Grid cells sampled where a species was not caught have no color.  "
Bluefish,,Shallow Water Finfish,,,Habitat,Marine Species,,,http://129.252.139.110/gsaa/rest/services/SCDNR/MapServer,59,,http://gsaaportal.org/media/metadata/xml/Bluefish_export.xml,http://gsaaportal.org/media/metadata/html/Bluefish_export.html,,,"N_Coll,Pct_Occ,MeanCPUE,CV_CPUE,BLOCK",,Bluefish data were obtained from Southeast Area Monitoring and Assessment Program-South Atlantic (SEAMAP-SA) Coastal Surveys conducted between 2006-2010. ,"Bluefish data were obtained from Southeast Area Monitoring and Assessment Program-South Atlantic (SEAMAP-SA) Coastal Surveys conducted over period 2006-2010 using paired trawls and a stratified random sampling design. Species targeted for display represent the dominant fauna collected in the trawl catches. Mean catch per unit effort (CPUE) and the Coefficient of Variation (CV) were calculated using data from all trawls sampled within a 1 x 1 minute grid of latitude and longitude and the data were summarized using quantiles.  Grid cells are color coded as follows:  High Mean CPUE (> 75th numeric percentile of all grid cell CPUE values observed) are red.  Moderate CPUE (>= 25th and < =75th numerical percentile of all CPUE values observed) are yellow, and Low CPUE (< 25th numerical percentile of all CPUE values observed) are green. Grid cells sampled where a species was not caught have no color.  "
Atlantic Croaker,,Shallow Water Finfish,,,Habitat,Marine Species,,,http://129.252.139.110/gsaa/rest/services/SCDNR/MapServer,60,,http://gsaaportal.org/media/metadata/xml/AtCroaker_export.xml,http://gsaaportal.org/media/metadata/html/AtCroaker_export.html,,,"N_Coll,Pct_Occ,MeanCPUE,CV_CPUE,BLOCK",,Atlantic Croaker data were obtained from Southeast Area Monitoring and Assessment Program-South Atlantic (SEAMAP-SA) Coastal Surveys conducted between 2006-2010. ,"Atlantic Croaker data were obtained from Southeast Area Monitoring and Assessment Program-South Atlantic (SEAMAP-SA) Coastal Surveys conducted over period 2006-2010 using paired trawls and a stratified random sampling design. Species targeted for display represent the dominant fauna collected in the trawl catches. Mean catch per unit effort (CPUE) and the Coefficient of Variation (CV) were calculated using data from all trawls sampled within a 1 x 1 minute grid of latitude and longitude and the data were summarized using quantiles.  Grid cells are color coded as follows:  High Mean CPUE (> 75th numeric percentile of all grid cell CPUE values observed) are red.  Moderate CPUE (>= 25th and <= 75th numerical percentile of all CPUE values observed) are yellow, and Low CPUE (< 25th numerical percentile of all CPUE values observed) are green. Grid cells sampled where a species was not caught have no color.  "
Shallow Water Crustaceans,Shellfish,,South Carolina Department of Natural Resources,http://www.dnr.sc.gov/GIS/gsaa.html,Habitat,Marine Species,,ftp://ftpdata.dnr.sc.gov/gisdata/dnrdata/GSAAGISData201302.zip,http://129.252.139.110/gsaa/rest/services/SCDNR/MapServer,61,,,,,,,,,"Data for the shallow water crustacean species (white shrimp and brown shrimp) were obtained from Southeast Area Monitoring and Assessment Program-South Atlantic (SEAMAP-SA) Coastal Surveys conducted over period 2006-2010 using paired trawls and a stratified random sampling design. Species targeted for display represent the dominant fauna collected in the trawl catches. Mean catch per unit effort (CPUE) and the Coefficient of Variation (CV) were calculated using data from all trawls sampled within a 1 x 1 minute grid of latitude and longitude and the data were summarized using quantiles.  Grid cells are color coded as follows:  High Mean CPUE (> 75th numeric percentile of all grid cell CPUE values observed) are red.  Moderate CPUE (>=25th and < =75th numerical percentile of all CPUE values observed) are yellow, and grid Low CPUE (< 25th numerical percentile of all CPUE values observed) are green. Grid cells sampled where a species was not caught have no color."
White Shrimp,,Shellfish ,,,Habitat,Marine Species,,,http://129.252.139.110/gsaa/rest/services/SCDNR/MapServer,62,,http://gsaaportal.org/media/metadata/xml/WhiteShrimp_export.xml,http://gsaaportal.org/media/metadata/html/WhiteShrimp_export.html,,,"N_Coll,Pct_Occ,MeanCPUE,CV_CPUE,BLOCK",,White shrimp data were obtained from Southeast Area Monitoring and Assessment Program-South Atlantic (SEAMAP-SA) Coastal Surveys conducted between 2006-2010. ,"White shrimp data were obtained from Southeast Area Monitoring and Assessment Program-South Atlantic (SEAMAP-SA) Coastal Surveys conducted over period 2006-2010 using paired trawls and a stratified random sampling design. Species targeted for display represent the dominant fauna collected in the trawl catches. Mean catch per unit effort (CPUE) and the Coefficient of Variation (CV) were calculated using data from all trawls sampled within a 1 x 1 minute grid of latitude and longitude and the data were summarized using quantiles.  Grid cells are color coded as follows:  High Mean CPUE (> 75th numeric percentile of all grid cell CPUE values observed) are red.  Moderate CPUE (>= 25th and < =75th numerical percentile of all CPUE values observed) are yellow, and grid Low CPUE (< 25th numerical percentile of all CPUE values observed) are green. Grid cells sampled where a species was not caught have no color.  "
Brown Shrimp,,Shellfish ,,,Habitat,Marine Species,,,http://129.252.139.110/gsaa/rest/services/SCDNR/MapServer,63,,http://gsaaportal.org/media/metadata/xml/BrownShrimp_export.xml,http://gsaaportal.org/media/metadata/html/BrownShrimp_export.html,,,"N_Coll,Pct_Occ,MeanCPUE,CV_CPUE,BLOCK",,Brown shrimp data were obtained from Southeast Area Monitoring and Assessment Program-South Atlantic (SEAMAP-SA) Coastal Surveys conducted between 2006-2010. ,"Brown shrimp data were obtained from Southeast Area Monitoring and Assessment Program-South Atlantic (SEAMAP-SA) Coastal Surveys conducted over period 2006-2010 using paired trawls and a stratified random sampling design. Species targeted for display represent the dominant fauna collected in the trawl catches. Mean catch per unit effort (CPUE) and the Coefficient of Variation (CV) were calculated using data from all trawls sampled within a 1 x 1 minute grid of latitude and longitude and the data were summarized using quantiles.  Grid cells are color coded as follows:  High Mean CPUE (> 75th numeric percentile of all grid cell CPUE values observed) are red.  Moderate CPUE (>= 25th and < =75th numerical percentile of all CPUE values observed) are yellow, and grid Low CPUE (< 25th numerical percentile of all CPUE values observed) are green. Grid cells sampled where a species was not caught have no color.  "
Marine Mammals,Marine Mammals,,South Carolina Department of Natural Resources,http://www.dnr.sc.gov/GIS/gsaa.html,Habitat,Marine Species,,ftp://ftpdata.dnr.sc.gov/gisdata/dnrdata/GSAAGISData201302.zip,http://129.252.139.110/gsaa/rest/services/SCDNR/MapServer,64,,,,,,,,,Data for right whale observations and model results for bottlenose dolphin distributions.
North American Right Whale Sightings,,Marine Mammals,,,Habitat,Marine Species,,,http://129.252.139.110/gsaa/rest/services/SCDNR/MapServer,65,,http://gsaaportal.org/media/metadata/xml/NARtWhale_export.xml,http://gsaaportal.org/media/metadata/html/NARtWhale_export.html,,,"Effort,Sightings,Whales,RIWH_SPUE",,Right whale sighting data provided by the North Atlantic Right Whale Consortium.,"Right whales have been surveyed by the North Atlantic Right Whale (NARW) Consortium for many years, but only the data collected and provided by the NARW between November and April from 2002-2010 were included in this project.  The data are presented in 5 x 5 minute latitude and longitude grid cells based on the recommendations of NARW experts and show the sightings per unit effort (SPUE) of the North Atlantic right whale in units of 1000 km of valid survey track, which is the effort-adjusted relative abundance index, and parsed into the appropriate grid cell.  Grid cells where the whale sightings were relatively high (> 75th numeric percentile of all whale sightings observed per grid cell within the region) were coded as red.  Grid cells where whale sightings were moderate (>= 25th and <= 75th numerical percentile of all whale sightings per grid cell within the region) were coded as yellow, and grid cells where whale sightings were low (< 25th numerical percentile of all whale sightings per grid cell within the region) were coded as green.   Grid cells where no whales were observed have no color."
